,trial_date,customer_name,utm,display_price,company_id
59,2017-04-06,Amanda Lopez,linkedin,29,
60,2017-04-06,Ashley Cook,google,42,
61,2017-04-06,Jennifer Conrad,email_footer,43,
62,2017-04-07,Kelly Rodgers,google,37,
63,2017-04-07,Anthony Estrada,email_footer,19,
64,2017-04-07,Dave Collins,linkedin,19,
65,2017-04-07,Christopher Webb,google,28,
66,2017-04-07,Donald Henry,google,48,
67,2017-04-07,Andrea Chan,email_footer,11,
68,2017-04-07,Maurice Miller,linkedin,38,
69,2017-04-08,Brandon Mckinney,organic,14,
70,2017-04-08,Robin Key,email_footer,37,
71,2017-04-08,Ann Hudson,linkedin,45,
72,2017-04-08,Thomas Hernandez,email_footer,28,
73,2017-04-08,Jennifer Cervantes,email_footer,32,
74,2017-04-08,Travis Berger,email_footer,49,
75,2017-04-08,Lisa Brown,facebook,36,
76,2017-04-08,Christopher Manning,email_footer,31,
77,2017-04-09,Corey Huff,facebook,11,
78,2017-04-09,Thomas Martin,google,35,
79,2017-04-09,Glen Novak,linkedin,11,
80,2017-04-09,Noah Johnson,google,14,
81,2017-04-09,Mark Tyler,google,39,
82,2017-04-09,Troy Buckley,organic,44,
83,2017-04-09,Linda Jackson,google,47,
84,2017-04-09,Amy Warren,facebook,19,
85,2017-04-09,Brittany Pacheco,facebook,27,
86,2017-04-09,Anthony Chapman,linkedin,34,
87,2017-04-09,Jamie Cox,organic,33,
88,2017-04-09,Daniel Gonzalez,google,48,
89,2017-04-10,Gregory Walker,organic,32,
90,2017-04-10,Sean Russell,google,17,
91,2017-04-10,Diane Oliver,email_footer,30,
92,2017-04-10,Linda Mcmahon,organic,31,
93,2017-04-10,Jennifer Stuart,linkedin,15,
94,2017-04-10,Amy Ramirez,email_footer,39,
95,2017-04-10,Christina Davidson,google,33,
96,2017-04-10,John Simmons,google,19,
97,2017-04-11,Madeline Bell,linkedin,36,
98,2017-04-11,Robert Dickerson,email_footer,37,
99,2017-04-11,Kimberly Wallace,google,25,
100,2017-04-11,Dorothy Woods,organic,16,
101,2017-04-11,Bryan Frost,google,10,
102,2017-04-12,Rebecca Robertson,google,46,
103,2017-04-12,Theresa Sanchez,google,22,
104,2017-04-12,Patrick Curry,facebook,17,
105,2017-04-13,Kelsey Dixon,linkedin,28,
106,2017-04-13,Andrew Gutierrez,linkedin,20,
107,2017-04-13,Donald Lozano,organic,48,
108,2017-04-13,David Clark,email_footer,9,
109,2017-04-13,Christopher Scott,facebook,45,
110,2017-04-13,Jill Brown,organic,47,
111,2017-04-13,Donna Grant,email_footer,18,
112,2017-04-14,Corey Caldwell,google,25,
113,2017-04-15,Jordan Valencia,linkedin,14,
114,2017-04-15,Aaron Johnson,google,20,
115,2017-04-15,Jeremy Moore,facebook,32,
116,2017-04-15,Summer Smith,linkedin,41,
117,2017-04-15,Thomas Miller,organic,38,
118,2017-04-15,Calvin Ritter,linkedin,35,
119,2017-04-15,Monica Hopkins,email_footer,44,
120,2017-04-16,Deborah Leach,facebook,13,
121,2017-04-16,Ronald Randall,facebook,42,
122,2017-04-17,Kimberly Davis,email_footer,40,
123,2017-04-17,Denise Bender,email_footer,15,
124,2017-04-17,Alex Stephens,google,43,
125,2017-04-17,Eric Ramirez,email_footer,14,
126,2017-04-17,Christopher Daugherty,organic,27,
127,2017-04-17,Shelby Jones,linkedin,45,
128,2017-04-18,Michele Taylor,facebook,39,
129,2017-04-18,Amy Garcia,linkedin,34,
130,2017-04-18,Krystal Pham,facebook,16,
131,2017-04-18,James Arroyo,email_footer,29,
132,2017-04-18,Shannon Alvarez,email_footer,11,
133,2017-04-18,Barry Reyes,linkedin,31,
134,2017-04-18,Frank Michael,organic,47,
135,2017-04-18,Lauren Flores,organic,19,105.0
136,2017-04-18,Brandy James,email_footer,21,
137,2017-04-18,Scott Torres,email_footer,19,
138,2017-04-19,Heather Booker,organic,30,
139,2017-04-19,Angela Ramirez,organic,44,
140,2017-04-19,David Rosales,linkedin,13,
141,2017-04-19,Jason Brown,email_footer,48,
142,2017-04-19,Ernest Shah,google,49,
143,2017-04-20,Ryan Morris,google,47,
144,2017-04-20,Edward Diaz,email_footer,10,
145,2017-04-20,Jesse Chavez,organic,36,
146,2017-04-20,Eric Garcia,linkedin,29,
147,2017-04-20,Christian Bennett,linkedin,28,
148,2017-04-20,Jimmy Francis,facebook,42,
149,2017-04-20,Catherine Beck,email_footer,39,
150,2017-04-20,Gabrielle Henry,facebook,49,
151,2017-04-21,Alexander Miller,facebook,33,
152,2017-04-21,Suzanne Dean,organic,41,
153,2017-04-21,Patricia Cruz,email_footer,29,
154,2017-04-21,Dr. Heather Sloan MD,organic,28,
155,2017-04-21,Brittany Porter,email_footer,25,
156,2017-04-21,Andrew Rogers,organic,14,
157,2017-04-22,Bonnie Meadows,organic,27,
158,2017-04-22,Jennifer Smith,google,41,
159,2017-04-22,Michele Brown,organic,27,
160,2017-04-22,Lisa Stephens,linkedin,45,
161,2017-04-23,Seth Case,facebook,34,
162,2017-04-23,Connor Poole,facebook,38,
163,2017-04-23,Jamie Ortega,google,36,
164,2017-04-23,Ashley Ramirez,google,39,
165,2017-04-23,Andrew Bennett,facebook,29,
166,2017-04-24,Erika Boyle,google,48,
167,2017-04-24,Robert Duffy,linkedin,49,
168,2017-04-24,Daniel Fleming,email_footer,48,
169,2017-04-24,Louis Davis,linkedin,32,
170,2017-04-24,Darren Willis,organic,33,
171,2017-04-24,Kevin Jones,google,12,
172,2017-04-24,Brian Lin,google,31,
173,2017-04-25,Jacob Brown,google,18,
174,2017-04-25,Danny Callahan,facebook,42,
175,2017-04-25,Amanda Grant,linkedin,42,
176,2017-04-25,Matthew Martin,google,31,
177,2017-04-25,Julia Thompson,linkedin,39,
178,2017-04-26,Christopher Mccarthy,facebook,31,
179,2017-04-26,Jennifer Thompson,linkedin,23,
180,2017-04-26,Luis Walls,google,48,
181,2017-04-26,Billy Shields,linkedin,40,
182,2017-04-26,Christopher Hodge,facebook,20,
183,2017-04-26,Mark Smith,email_footer,34,
184,2017-04-27,Joy Guzman,email_footer,25,
185,2017-04-27,Christopher Flores,google,16,
186,2017-04-27,Jose Jones,google,47,
187,2017-04-27,Tammy Singh,linkedin,45,
188,2017-04-27,William Whitaker,google,10,
189,2017-04-27,James Ramos,linkedin,29,
190,2017-04-27,Jose Wallace,email_footer,39,
191,2017-04-28,Brian Tate,email_footer,19,
192,2017-04-28,Isaac Davis,email_footer,47,
193,2017-04-28,Jessica Lowe,linkedin,36,
194,2017-04-28,Jennifer Mcdonald,facebook,19,
195,2017-04-29,Jennifer Higgins,linkedin,14,
196,2017-04-29,Kendra Pierce,organic,13,
197,2017-04-29,Cheryl Walker,linkedin,26,
198,2017-04-29,Eric Jordan,organic,44,
199,2017-04-29,Dawn Deleon,linkedin,13,
200,2017-04-29,Richard Wong,organic,31,
201,2017-04-29,Dr. Madison Cisneros DDS,email_footer,23,
202,2017-04-30,Mark Ware,google,29,
203,2017-04-30,Morgan Palmer,google,32,
204,2017-04-30,Heather Edwards,facebook,19,
205,2017-04-30,Paul Mills,email_footer,27,
206,2017-04-30,Melissa Palmer,organic,44,
207,2017-04-30,Joan Smith,facebook,35,
208,2017-04-30,Patricia Brown,facebook,10,
209,2017-04-30,Mark Lewis,google,43,
210,2017-05-01,Veronica Ewing,linkedin,10,
211,2017-05-01,William Shepherd,email_footer,21,
212,2017-05-01,Robert Rogers,google,41,
213,2017-05-01,Amanda Harrison,organic,46,
214,2017-05-01,Michele Sanchez,linkedin,18,
215,2017-05-02,Daniel Anderson,organic,47,
216,2017-05-02,Jessica Harrington,email_footer,41,
217,2017-05-02,Benjamin Shah,google,15,
218,2017-05-02,Jeffrey Hayes,google,32,
219,2017-05-02,David Rodriguez,google,44,
220,2017-05-02,James Romero,linkedin,20,
221,2017-05-02,Jeffrey Carrillo,organic,29,
222,2017-05-02,Ashley Sparks,email_footer,10,
223,2017-05-03,Alexandria Duncan,email_footer,9,
224,2017-05-03,Richard Wright,linkedin,24,
225,2017-05-03,Jeffrey Esparza MD,linkedin,30,
226,2017-05-03,Sarah Dunn,linkedin,28,
227,2017-05-03,Anne Anderson,email_footer,13,
228,2017-05-03,Nicholas Kennedy,facebook,9,
229,2017-05-03,Eduardo Chase,facebook,39,
230,2017-05-03,Karen Bond,email_footer,34,
231,2017-05-03,Bryan Holland,linkedin,38,
232,2017-05-03,Lauren Meyer MD,email_footer,39,
233,2017-05-03,Brittney Harper,facebook,17,
234,2017-05-03,Lindsey Richardson,facebook,47,
235,2017-05-04,Christopher Reynolds,google,45,
236,2017-05-04,Laura Thomas MD,facebook,33,
237,2017-05-04,Valerie Fisher,email_footer,9,
238,2017-05-04,Joshua Cowan,linkedin,17,
239,2017-05-04,Amanda Johnson,linkedin,43,
240,2017-05-05,Todd Pearson,linkedin,34,
241,2017-05-05,William Gray,google,44,
242,2017-05-05,Wesley Hunt,google,26,
243,2017-05-05,Robin Ellis,linkedin,43,
244,2017-05-05,Thomas Rasmussen,facebook,30,
245,2017-05-05,Colin Sosa,email_footer,20,
246,2017-05-05,Rachel Allen,linkedin,47,
247,2017-05-05,Justin Pham,organic,33,
248,2017-05-05,Mark Larson,email_footer,46,
249,2017-05-06,Jennifer Nguyen,organic,13,
250,2017-05-06,Elizabeth Schmidt,email_footer,30,
251,2017-05-06,Gregory Owens,google,48,
252,2017-05-06,Donald Davis,linkedin,26,
253,2017-05-07,Miguel Wise,google,20,
254,2017-05-07,Joanna Bridges,linkedin,41,
255,2017-05-07,John Willis,facebook,34,
256,2017-05-07,Stephen Salazar,facebook,22,
257,2017-05-07,Justin Barnett,facebook,30,
258,2017-05-07,Andrew Miller,google,33,
259,2017-05-08,Matthew Woodard,email_footer,30,
260,2017-05-08,Jeffrey Howard,email_footer,47,
261,2017-05-08,Connie Young,google,26,
262,2017-05-08,Andrew Mclaughlin,facebook,19,
263,2017-05-08,Jordan Hoffman,linkedin,31,
264,2017-05-08,James Hart,organic,22,
265,2017-05-08,Ryan James,email_footer,39,
266,2017-05-09,Jennifer Swanson,linkedin,43,
267,2017-05-09,Joshua Riddle,google,48,
268,2017-05-09,Christopher Hill,facebook,25,
269,2017-05-09,Ashley Smith,linkedin,49,
270,2017-05-09,Samuel Long,linkedin,20,
271,2017-05-09,Emily Wilkinson,linkedin,10,
272,2017-05-09,Thomas Richard II,linkedin,43,
273,2017-05-10,Brenda Sims,organic,22,
274,2017-05-10,Lisa Johnson,email_footer,19,
275,2017-05-10,Haley Turner,email_footer,45,
276,2017-05-10,Michael Kerr,email_footer,32,
277,2017-05-10,Lynn Robinson,facebook,46,
278,2017-05-10,Leslie Guerra,email_footer,47,
279,2017-05-11,Edward Diaz,facebook,34,
280,2017-05-11,Michele White,linkedin,17,
281,2017-05-11,Joshua Mcintosh,facebook,45,
282,2017-05-11,Cindy Duncan,email_footer,46,
283,2017-05-12,Shelley Harding,email_footer,34,
284,2017-05-12,Frank King,organic,36,
285,2017-05-12,Dawn Cruz,facebook,45,
286,2017-05-12,Kelly Daugherty,facebook,49,
287,2017-05-13,Brenda Curtis,facebook,25,
288,2017-05-13,Andrea Carter,email_footer,32,
289,2017-05-13,Zachary Villanueva,google,12,
290,2017-05-13,Jacqueline Torres,google,28,
291,2017-05-13,Vicki Gibson,linkedin,47,
292,2017-05-13,Shelly Vazquez,email_footer,42,
293,2017-05-14,Christian Rhodes,linkedin,47,
294,2017-05-14,Stephen Marquez,google,30,
295,2017-05-14,Randall Kirk,google,25,
296,2017-05-14,Johnny Barber,facebook,28,
297,2017-05-14,Aaron Hernandez PhD,facebook,14,
298,2017-05-14,Paula Wells,facebook,25,
299,2017-05-14,Franklin Brown,email_footer,33,
300,2017-05-14,Melissa Pearson,email_footer,13,
301,2017-05-14,David Turner,google,28,
302,2017-05-14,Suzanne Massey,google,32,
303,2017-05-15,Dr. Mark Miller,facebook,35,
304,2017-05-15,Jasmine Gomez,email_footer,49,
305,2017-05-15,Melissa Avery,facebook,48,
306,2017-05-15,Marcia Gregory,facebook,12,
307,2017-05-15,Andrea Sullivan,email_footer,32,
308,2017-05-16,Robin Murphy,facebook,29,
309,2017-05-16,Heather Hancock,google,43,
310,2017-05-17,Marc Clark,linkedin,15,
311,2017-05-17,Bruce Cross,google,46,
312,2017-05-17,Brian Garcia,linkedin,25,
313,2017-05-17,Peter Wise,email_footer,14,
314,2017-05-17,Danny Caldwell,facebook,45,
315,2017-05-17,Jose Barker,organic,35,
316,2017-05-18,Charles Richardson,facebook,34,
317,2017-05-18,Peter Perez,email_footer,27,
318,2017-05-18,Wendy Jones,google,35,
319,2017-05-18,Alan Johnson,facebook,29,
320,2017-05-18,Debbie Hutchinson,email_footer,47,
321,2017-05-18,Mary Brown,email_footer,25,
322,2017-05-18,Amber Kidd,email_footer,35,
323,2017-05-19,Carmen Johnson,organic,9,
324,2017-05-19,Stephen Moore,google,42,
325,2017-05-19,Samantha Lynch,google,40,
326,2017-05-19,Mark Moore,organic,31,
327,2017-05-19,Wendy Howard,facebook,33,
328,2017-05-19,Denise Hines,email_footer,43,
329,2017-05-19,Richard Peterson,linkedin,18,
330,2017-05-19,Jennifer Caldwell,facebook,29,
331,2017-05-19,Mr. Glenn Sloan MD,email_footer,38,
332,2017-05-20,Manuel Mcgee,linkedin,37,
333,2017-05-20,Anthony Price,facebook,18,
334,2017-05-20,Kenneth Cox,facebook,20,
335,2017-05-20,Brandon Mccormick,linkedin,13,
336,2017-05-20,Christopher Randall,email_footer,12,
337,2017-05-20,Kenneth Gonzalez MD,email_footer,33,
338,2017-05-20,Devin Torres,facebook,28,
339,2017-05-21,Amber Bailey,facebook,48,
340,2017-05-21,Gabrielle Johnson,facebook,45,
341,2017-05-21,Marissa Haynes,organic,19,
342,2017-05-21,Melinda Hamilton,email_footer,24,
343,2017-05-21,Sarah Norman,organic,11,106.0
344,2017-05-21,Jonathan Terry,email_footer,21,
345,2017-05-21,James Dorsey,google,25,
346,2017-05-21,Kiara Ho,email_footer,35,
347,2017-05-22,Edwin Gilbert,organic,36,
348,2017-05-22,Christopher Patterson,facebook,39,
349,2017-05-22,Brenda Fry,google,27,
350,2017-05-22,Henry Maldonado,google,46,
351,2017-05-22,April Phelps,email_footer,14,
352,2017-05-22,Austin Smith,facebook,31,
353,2017-05-22,Mrs. Monica Smith,google,16,
354,2017-05-22,Marilyn Hobbs,organic,35,
355,2017-05-22,Jonathan Dawson,google,38,
356,2017-05-22,Nicole Bishop,facebook,26,
357,2017-05-22,Cynthia Zuniga,linkedin,40,
358,2017-05-23,Sydney Martinez,email_footer,25,
359,2017-05-23,Debbie Davis,email_footer,27,
360,2017-05-23,Jessica Klein,linkedin,38,
361,2017-05-23,Mr. Robert Schmidt MD,linkedin,15,
362,2017-05-23,Jared Brown,organic,32,
363,2017-05-23,Jessica Gamble,organic,40,
364,2017-05-23,Julie Edwards,facebook,23,
365,2017-05-23,Mariah Gates,organic,48,
366,2017-05-23,Jessica Scott,email_footer,36,
367,2017-05-23,James Mullins,linkedin,36,
368,2017-05-23,Amy Jennings,google,28,
369,2017-05-24,Pamela Smith,google,18,
370,2017-05-24,Christina Patterson,facebook,36,
371,2017-05-25,Bryan Banks,google,19,
372,2017-05-25,Michael Diaz,email_footer,39,
373,2017-05-25,Lisa Bishop,organic,36,
374,2017-05-25,Mandy Davis,organic,33,
375,2017-05-25,Jonathan Dillon MD,facebook,29,
376,2017-05-25,Christina Suarez,google,46,
377,2017-05-26,Elizabeth Torres,organic,13,107.0
378,2017-05-26,Daniel Schneider,facebook,47,
379,2017-05-27,Paul Arroyo,linkedin,14,
380,2017-05-27,Taylor Chavez,linkedin,29,
381,2017-05-27,Andrea Silva,facebook,11,
382,2017-05-27,Lindsey Benson,linkedin,20,
383,2017-05-27,Michael Fox,email_footer,27,
384,2017-05-27,Allen Mitchell,email_footer,33,
385,2017-05-28,Emily Graham,email_footer,28,
386,2017-05-28,Kathryn Avila,linkedin,43,
387,2017-05-28,Nancy Williams,facebook,35,
388,2017-05-29,Michael Hill,google,12,
389,2017-05-29,Rebecca Watkins,email_footer,12,
390,2017-05-29,Marcus Berger,email_footer,9,
391,2017-05-29,Brittney Jordan,email_footer,38,
392,2017-05-29,Melissa Dillon,facebook,33,
393,2017-05-30,Mary Fischer,facebook,15,
394,2017-05-30,Erica Lowe,google,12,
395,2017-05-30,Zachary Mueller,email_footer,9,
396,2017-05-30,Ian Underwood,facebook,21,
397,2017-05-30,Hannah Wilson,facebook,27,
398,2017-05-30,Courtney Gardner,email_footer,30,
399,2017-05-30,Lindsay James,facebook,48,
400,2017-05-31,Rachael Conrad,organic,36,
401,2017-05-31,Michelle Baker,email_footer,23,
402,2017-05-31,Justin Sims,google,24,
403,2017-05-31,Jonathan Patterson,linkedin,44,
404,2017-05-31,Taylor Price,linkedin,11,
405,2017-06-01,Jason Hubbard,organic,22,
406,2017-06-01,Aaron Cantrell,organic,40,
407,2017-06-01,Allison Powell,linkedin,23,
408,2017-06-01,Angelica Patel,facebook,45,
409,2017-06-02,Jennifer King,linkedin,13,
410,2017-06-02,Erik Alvarez,google,12,
411,2017-06-02,John Chambers,google,35,
412,2017-06-02,Patrick Gonzales,facebook,22,
413,2017-06-02,Troy Elliott,linkedin,35,
414,2017-06-03,Christopher Williams,organic,49,
415,2017-06-03,Kevin Perez,linkedin,48,
416,2017-06-03,Michael Medina,email_footer,42,
417,2017-06-03,Zachary White,linkedin,35,
418,2017-06-03,Timothy Thompson,email_footer,13,
419,2017-06-03,Rebecca Gomez,email_footer,28,
420,2017-06-03,Rebecca Porter,google,42,
421,2017-06-04,Tina Hamilton,email_footer,20,
422,2017-06-04,James Callahan,facebook,17,
423,2017-06-04,Jamie Campbell,linkedin,22,
424,2017-06-04,Christian Nelson,organic,34,
425,2017-06-04,Grant Mckenzie,organic,15,
426,2017-06-04,Autumn Keith,google,13,
427,2017-06-04,Alexander Phillips,google,38,
428,2017-06-04,Madison Santiago,linkedin,49,
429,2017-06-04,Barbara Fuentes,google,16,
430,2017-06-04,Charles Sanders,email_footer,38,
431,2017-06-05,Sierra Brown,google,22,
432,2017-06-05,Jessica James,linkedin,28,
433,2017-06-05,Terry Lewis DVM,linkedin,35,
434,2017-06-05,Dana Gordon,organic,28,108.0
435,2017-06-05,Michelle Pierce,facebook,35,
436,2017-06-05,Brett Olson,organic,38,
437,2017-06-05,Daniel Smith,linkedin,40,
438,2017-06-05,Ashley Torres,facebook,21,
439,2017-06-05,Paul Lindsey,facebook,9,
440,2017-06-06,Jesse Stokes,linkedin,29,
441,2017-06-06,Dr. Erica Diaz,organic,32,
442,2017-06-06,Joshua Cummings,google,44,
443,2017-06-06,Luis Simpson,email_footer,24,
444,2017-06-06,Gregory Rosales,facebook,28,
445,2017-06-07,Edgar Pennington,email_footer,25,
446,2017-06-07,Sharon Tanner,email_footer,19,
447,2017-06-07,Elizabeth Powell,facebook,44,
448,2017-06-07,Jamie Smith,facebook,42,
449,2017-06-08,Alan Torres,linkedin,13,
450,2017-06-08,Margaret Walton,organic,20,
451,2017-06-08,Linda Keller,facebook,48,
452,2017-06-08,Sarah Hall,linkedin,39,
453,2017-06-08,Jason Patterson,facebook,35,
454,2017-06-09,Charles Higgins,organic,40,
455,2017-06-09,Leah Johnson,facebook,15,
456,2017-06-09,Lawrence White,linkedin,41,
457,2017-06-09,Megan Peterson,email_footer,24,
458,2017-06-09,Anthony Harris,facebook,24,
459,2017-06-09,Michael Lee,facebook,32,
460,2017-06-09,Peggy Carter,linkedin,16,
461,2017-06-10,Lisa Serrano,facebook,37,
462,2017-06-10,Michael Allen,google,15,
463,2017-06-10,Matthew Zavala,email_footer,23,
464,2017-06-10,Kenneth Oconnor,linkedin,34,
465,2017-06-11,Joshua White,linkedin,43,
466,2017-06-11,Yolanda Edwards,email_footer,33,
467,2017-06-11,Calvin Flores,facebook,11,
468,2017-06-11,Tami Ross,organic,43,
469,2017-06-11,Crystal Mcintyre,facebook,23,
470,2017-06-11,Sonya Porter,facebook,49,
471,2017-06-11,Ricardo Barr,email_footer,44,
472,2017-06-11,Madeline Ferguson,organic,43,
473,2017-06-12,Rebecca Lynch,facebook,48,
474,2017-06-12,Ryan Mayo,facebook,42,
475,2017-06-12,Steven Holder,email_footer,42,
476,2017-06-12,Noah Gray,facebook,34,
477,2017-06-12,Corey Reed,facebook,26,
478,2017-06-12,Amanda Johnston,email_footer,13,
479,2017-06-13,Laura Collins,google,35,
480,2017-06-13,Brian Mack,facebook,17,
481,2017-06-13,Donald Fletcher,linkedin,21,
482,2017-06-13,Brandon Ross,google,31,
483,2017-06-13,Amanda Cohen,linkedin,24,
484,2017-06-14,Kelsey Michael,organic,22,
485,2017-06-14,Rhonda Kline,organic,45,
486,2017-06-14,Ashley Lewis,organic,11,
487,2017-06-14,Thomas Harris,google,31,
488,2017-06-14,Randy Zhang,linkedin,33,
489,2017-06-14,Chloe Howard,google,41,
490,2017-06-14,Vincent Rodriguez,linkedin,46,
491,2017-06-15,Shannon Weber,linkedin,45,
492,2017-06-15,Jeremy Simmons,google,29,
493,2017-06-15,Shelley Hill,linkedin,22,
494,2017-06-15,Patrick Gutierrez,linkedin,20,
495,2017-06-15,Stephanie Oneill,email_footer,16,
496,2017-06-16,Howard Logan,facebook,35,
497,2017-06-16,Benjamin Mccormick,organic,13,
498,2017-06-16,Molly Compton,email_footer,17,
499,2017-06-16,Michelle Todd,google,21,
500,2017-06-16,Donald Bolton,facebook,46,
501,2017-06-16,Brenda Underwood,linkedin,32,
502,2017-06-16,Eugene Marshall,organic,38,
503,2017-06-16,Jill Porter,facebook,31,
504,2017-06-17,Marcus Mccoy,linkedin,19,
505,2017-06-17,Kimberly Williams,linkedin,27,
506,2017-06-17,Helen Hardin,organic,42,
507,2017-06-17,Victoria Simmons,organic,15,
508,2017-06-18,Travis Singh,linkedin,10,
509,2017-06-18,Rachael Shepherd,organic,48,
510,2017-06-18,Tanner Santos,organic,47,
511,2017-06-18,Jerry Miller,google,24,
512,2017-06-18,Alicia Weaver,linkedin,44,
513,2017-06-18,Karen Moore,linkedin,22,
514,2017-06-18,Patrick Daniel,linkedin,27,
515,2017-06-19,Jason Berry,organic,36,
516,2017-06-19,Dale Jones MD,linkedin,29,
517,2017-06-19,Courtney Ramirez,facebook,23,
518,2017-06-19,Todd King,organic,29,
519,2017-06-19,James Wilson,google,20,
520,2017-06-19,Christopher Francis,linkedin,23,
521,2017-06-20,Wayne Roberts,google,20,
522,2017-06-20,David Powell,facebook,41,
523,2017-06-20,Debbie Crawford,google,46,
524,2017-06-20,Morgan Duncan,facebook,11,
525,2017-06-20,Scott Gray,email_footer,29,
526,2017-06-20,Katrina Scott,facebook,25,
527,2017-06-20,Patricia Lewis,email_footer,31,
528,2017-06-21,James Moyer,facebook,42,
529,2017-06-21,Jason Adams,google,36,
530,2017-06-21,Suzanne Thompson,facebook,39,
531,2017-06-21,Becky Roach,email_footer,48,
532,2017-06-21,Adam Hall,email_footer,17,
533,2017-06-21,Jennifer Braun,email_footer,35,
534,2017-06-22,Sarah Peters,google,12,
535,2017-06-22,Matthew Park,facebook,47,
536,2017-06-22,Steven Howard,google,44,
537,2017-06-22,Monica Johnson,google,13,
538,2017-06-22,Victoria Jones,linkedin,29,
539,2017-06-22,William Harrington DVM,google,9,
540,2017-06-23,Tom Hubbard,email_footer,31,
541,2017-06-23,Kimberly Taylor,linkedin,46,
542,2017-06-23,Linda Ward,linkedin,38,
543,2017-06-24,Jason Logan,facebook,25,
544,2017-06-24,Douglas Harper,linkedin,16,
545,2017-06-24,Miguel Shepherd,linkedin,32,
546,2017-06-24,John Chambers,linkedin,45,
547,2017-06-24,John Williams,google,31,
548,2017-06-25,Andrew Flynn,email_footer,49,
549,2017-06-25,Alyssa Dawson,linkedin,10,
550,2017-06-25,Debbie Sawyer,email_footer,20,
551,2017-06-25,Jessica Christian,email_footer,12,
552,2017-06-25,Anthony Chen Jr.,facebook,24,
553,2017-06-26,George Brown,facebook,22,
554,2017-06-26,Katelyn Ingram,organic,34,
555,2017-06-26,Joshua Hayes,organic,22,
556,2017-06-26,Sabrina Brown,email_footer,49,
557,2017-06-26,Crystal Hanson,google,40,
558,2017-06-26,Brian Mills,facebook,27,
559,2017-06-26,Damon Bonilla,linkedin,34,
560,2017-06-26,Tammy Zuniga,facebook,38,
561,2017-06-26,Timothy Frost,facebook,44,
562,2017-06-27,Amanda Shepherd MD,email_footer,28,
563,2017-06-27,Justin Rivera,facebook,17,
564,2017-06-27,Julia Leonard,organic,23,
565,2017-06-27,Brad Fernandez,google,20,
566,2017-06-27,Kevin Rodriguez,facebook,13,
567,2017-06-27,Kevin Martin,linkedin,40,
568,2017-06-27,Rebecca Webb,facebook,49,
569,2017-06-27,Kristie Rose,email_footer,38,
570,2017-06-27,Kelly Williams,email_footer,9,
571,2017-06-28,Matthew Lane,google,10,
